761000714.jpg,A group of children, two separate teams, green and red, playing soccer.,Young kids playing soccer on a lush, green field.,True,True,0.8875
317943067.jpg,A young infant is bathed in a small tub filled with sudsy water while the hands of its parents gently wash it.,An infant with dark hair getting bathed in a small sink filled with soapy water.,True,True,0.8875
1236964638.jpg,Child flips off pool diving board, man and another tumbling child at poolside.,A child jumping into a swimming pool from the diving board.,True,True,0.7845
418619800.jpg,Little boy in jeans and a t-shirt jumping off of a mound of dirt.,A young boy is jumping in the air off a pile of dirt.,True,True,0.8875
2771662950.jpg,A baseball player is standing in place, catching a flying baseball in his mitt.,A player for the Detroit Tigers is catching a baseball being thrown to him.,True,True,0.4567
4645730257.jpg,Many Asian people waiting on a crowded bus, one man in a white shirt is holding his jacket and looking down.,A woman is wearing a blue and white striped shirt while sitting.,False,False,0.8875
2514570594.jpg,A younger gentleman with curly hair and glasses is sampling some good he is cooking on his stove.,A man in an apron is testing food while cooking over a stove.,True,True,0.85
7602898434.jpg,The boy in the black jacket and checkered helmet does impressive jumps on his bike.,A person, who could be either male or female, is doing a stunt jump on a bike.,True,True,0.925
4494029358.jpg,A lady in pink long-sleeved blouse is holding a pink bag in her lap as she reaches something to the guy next to her.,Four people gather around a food truck, two sitting and two standing near the condiments table and a trashcan.,False,False,0.925
3597354819.jpg,The children are near a large pile of sand that is next to the water.,Two young boys sitting in water and digging in the sand.,True,True,0.85
3544793763.jpg,A man wearing black boxing shorts and white boxing gloves and a man in white boxing shorts and white boxing gloves are fighting in the ring.,Two boxers fight in a well-lit ring surrounded by poorly-lit seating.,False,False,0.925
574306153.jpg,A man in a dark suit stands waiting for a subway train while a man in a red shirt and jeans stands waiting on the opposite side of the tracks.,A man stands in a red shirt and blue jeans facing a man in black across tracks with an escalator in the background.,True,True,0.7845
3921480074.jpg,A security guard with a white shirt is guarding a building.,An officer is standing in front of a white structure.,True,True,0.8875
7511707760.jpg,A baseball player wearing a red cap and white pants is leaning forward while throwing a baseball,A pitcher for a baseball team throwing the ball from the pitcher's mound.,False,False,0.925
4841930476.jpg,A view of people on a street during the day with surrounding buildings.,People walking on the sidewalk in a downtown area during the day.,True,True,0.85
4516262474.jpg,An older man walks with a camera around his neck is looking at a statue.,A gray-haired old man wears a camera while looking at a copper statue.,True,True,0.7845
4876342546.jpg,A young lady wearing a turquoise colored bustier over a black shirt, a black skirt, netted tights, and laced up gloves is sitting next to five other young ladies, most of which are also dressed in black colored fitted clothing.,A group of young girls dressed in mostly black are sitting.,False,False,0.85
41999070.jpg,Several dogs swim in a pool and two black dogs are playing tug-of-war with a toy.,Many dogs are swimming and playing in a fountain in a public park.,False,False,0.85
3665179773.jpg,Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background.,A blond girl in white has her arms around a girl in a helmet.,False,False,0.85
3700739661.jpg,Man walking away from building with large tunnel-like entrance holding a drink and a man going into the entrance.,A young man holding a cup, standing in front of an archway to an old stone building.,False,False,0.925
24355644.jpg,Three females stand in front of microphones with mouths open in apparent act of singing.,A sweaty short-haired woman stands in front of a microphone.,False,False,0.875
172092464.jpg,A young man is wakeboarding on a body of water.,The boy is wakeboarding on the lake.,True,True,0.85
500678178.jpg,A young child is covered in straw except for the head and left arm.,A child lies in the hay with only a head and arm showing.,True,True,0.8875
4057589056.jpg,A little blond girl dressed like "Little Red Riding Hood" sitting on a fireplace.,A young girls sits in front of a fireplace wearing a red robe.,True,True,0.825
7009203493.jpg,A white man with long hair and beard in sunglasses has his legs folded while posing in front of a store.,A man in a kilt and sporting full facial hair is standing in front of Bradford's and holding a package.,False,False,0.925
3918946796.jpg,A blond boy wearing a blue shirt and gray short running or jumping in front of a fence,A boy wearing a blue t-shirt, khaki shorts, and sandals runs outside.,False,False,0.8875
1212131969.jpg,A boy watches a woman walking amidst many concrete boxes.,A young boy watching a woman walk though blocks.,True,True,0.7845
3121881702.jpg,A baby is sleeping peacefully under a warm checkered blue blanket.,Newborn laying in bed slightly covered up with a blanket.,False,False,0.925
275618737.jpg,A young girl with blond, braided hair sits in the floor holding a pink toothbrush, with a happy birthday banner on the back of the sofa behind her.,A blond woman holds an object in her mouth and a pink toothbrush in her hand while sitting in front of a brightly colored couch.,False,False,0.925
3166578139.jpg,A person dressed in black skiing down a snow covered hill.,A lonely skier enjoys the slopes on a beautiful day.,False,False,0.8875
3159995270.jpg,A female skier in a green with pink flowers hat skiing.,A woman wearing a white coat skis down a snowy hill.,True,False,0.85
4589050600.jpg,A woman stops to view the text message on her phone as she makes her way through the city.,A woman walks down a street, texting on her phone or checking for messages.,True,True,0.85
4782588680.jpg,Man in white shirt and blue jeans looking to the side while walking down a busy sidewalk.,A man wearing a white button down shirt is walking down the street.,True,True,0.85
236819162.jpg,A man carries two bundles on a pole balanced over his shoulder while walking down a staircase in the fog.,People are walking down the stairs through the fog.,False,False,0.925
7072093225.jpg,A man in a button up shirt with a black shirt underneath presents in front of a television.,A man wearing a wireless microphone is smiling while standing near a television screen.,False,False,0.85
3539612893.jpg,A man has his face in his hand and is sitting on a bench.,Man in white shirts and khaki pants rests head in hand.,False,False,0.8875
488797425.jpg,Many people are outside in a town wearing safety vests walking around.,A group of people in green vests working outside in a city square.,False,False,0.925
